h3,addresses
852ab113fffffff,1501
852ab523fffffff,439
852aa66ffffffff,666
852ab2c7fffffff,67228
852ad58ffffffff,5378
852ad427fffffff,1107
852ad59bfffffff,826
852ad6abfffffff,7163
852ad6bbfffffff,6865
852ad69bfffffff,67281
852aa847fffffff,432785
852aa877fffffff,6713
852aa80bfffffff,65934
852a331bfffffff,10591
852a065bfffffff,807
852a316ffffffff,16984
852a34c3fffffff,12272
852a34d3fffffff,4575
852b1a63fffffff,4175
852b1a3bfffffff,2801
852b1a27fffffff,502
852ba9bbfffffff,3341
852ba983fffffff,1614
852b1a53fffffff,1542
852bad27fffffff,1007
852b1a03fffffff,1448
852b186bfffffff,4051
852b1847fffffff,1201
852b1d0ffffffff,1723
852b188bfffffff,691
852b1d5bfffffff,72
852b1d23fffffff,863
852b0a8bfffffff,1248
852b1db3fffffff,16
852b0e53fffffff,580
853919d3fffffff,6375
853919cbfffffff,6125
85391caffffffff,7685
85392263fffffff,59018
8539017bfffffff,5990
85390143fffffff,2870
8539010bfffffff,3960
853901cffffffff,2340
85390117fffffff,1542
85390e83fffffff,1240
85390c53fffffff,6000
85390183fffffff,1775
85392a6bfffffff,13371
853966cffffffff,3990
85184d5bfffffff,4
85184c27fffffff,20823
852b846ffffffff,1
852bae4ffffffff,3149
852b9497fffffff,3
852bb227fffffff,1238
852bb5d7fffffff,891
852bb593fffffff,376
850e5b2bfffffff,3571
852babdbfffffff,4371
8518616bfffffff,11207
85186e03fffffff,5704
851846d7fffffff,1480
85075ca3fffffff,645
8507417bfffffff,33
8507430ffffffff,1227
85074357fffffff,4
85074153fffffff,1
85075c3bfffffff,151
85075c0ffffffff,61
85075cbbfffffff,449
85075c4bfffffff,14
8507424bfffffff,74
8507552ffffffff,18
850742d7fffffff,9
85075523fffffff,220
850755a3fffffff,860
85074673fffffff,240
85075597fffffff,36
850745c7fffffff,4
850744a3fffffff,1
85076227fffffff,13
85074413fffffff,2
850744c3fffffff,1
850744cbfffffff,9
850744d3fffffff,27
85077387fffffff,13
85a2508ffffffff,72801
85be630ffffffff,25413
85be636bfffffff,7387
85be634ffffffff,34280
85be4507fffffff,1013
85be4573fffffff,366
85be457bfffffff,736
85be8957fffffff,164
85be88abfffffff,36156
85394463fffffff,233420
85396497fffffff,4077
8539642bfffffff,3680
851e9417fffffff,26763
851e948ffffffff,5237
851eb2abfffffff,4902
851eb233fffffff,2366
851eb237fffffff,1505
851eb3dbfffffff,921
851eb227fffffff,5829
851eb3d3fffffff,2462
853968b7fffffff,7552
853f3427fffffff,12018
853f30b7fffffff,997
853f3547fffffff,16975
853f3573fffffff,13
853f34a3fffffff,4805
853f35d3fffffff,2930
85186c2ffffffff,3933
85186dcbfffffff,1781
85186caffffffff,2029
85186c7bfffffff,5579
85186c03fffffff,13948
85186c17fffffff,12866
851fb62bfffffff,12005
851fb283fffffff,3559
851fb633fffffff,3455
851fb02ffffffff,3403
851fb14ffffffff,4175
851fb143fffffff,41057
851fb0a3fffffff,6575
851fb56bfffffff,2560
851fb18bfffffff,833
851f8217fffffff,6291
851f8287fffffff,5693
851f990ffffffff,35551
851f9977fffffff,16291
851f993bfffffff,40034
851f99abfffffff,43671
851fa357fffffff,12741
851fa07bfffffff,4980
851fa047fffffff,5466
851fa02bfffffff,7125
851fa023fffffff,5482
851f8c8ffffffff,8893
851fabcbfffffff,10979
851faad7fffffff,49778
851fa6a3fffffff,19888
85196dc7fffffff,23673
851f224bfffffff,38320
851f22cffffffff,6626
851f2257fffffff,24856
851f220bfffffff,30506
851f22d7fffffff,8341
851e061bfffffff,7208
851e0683fffffff,18208
851e038bfffffff,8079
851e0063fffffff,12616
851e0397fffffff,7014
851e0017fffffff,3223
851e00abfffffff,5680
851e00bbfffffff,4695
851e01c3fffffff,1478
851e01cffffffff,7198
851e35d3fffffff,13148
851f187bfffffff,3718
851f1bd7fffffff,9376
851f058bfffffff,5121
851f56a7fffffff,2512
851f5427fffffff,2927
851f555bfffffff,925
851f55d3fffffff,1456
851f5513fffffff,4388
851f5193fffffff,2457
851f553bfffffff,5370
851f5517fffffff,1289
851f55a3fffffff,959
8508f26bfffffff,1820
851e0ca7fffffff,1584
851e2b63fffffff,922
851e2d2bfffffff,5860
851f5a53fffffff,1129
851126d7fffffff,43466
85089d3bfffffff,7177
85088aa3fffffff,2262
85088aabfffffff,1379
85088aaffffffff,2996
854b868bfffffff,1001
854ba0abfffffff,92060
854b65b3fffffff,5872
852e69b3fffffff,13814
852e696ffffffff,1268
852e69c3fffffff,709
852e6dd3fffffff,795
852e6ddbfffffff,3037
852f5b33fffffff,420
852e75a3fffffff,2
852e7503fffffff,1245
85becc6bfffffff,107
85bec127fffffff,2
85b99cabfffffff,1
859d6ddbfffffff,1
85b8b22ffffffff,1
859d6a33fffffff,1
85b99087fffffff,85
85b99683fffffff,1
85bec91bfffffff,1
859d60b3fffffff,1
85bec9cbfffffff,2
85becea3fffffff,1
85bece87fffffff,586
85bece8bfffffff,8
85bece7bfffffff,1
85bed913fffffff,3
85bed95bfffffff,4
859d6027fffffff,4
859d63c7fffffff,1
859d6063fffffff,1
859d449bfffffff,3
859d4443fffffff,1
859d66c7fffffff,1
85b2d9c3fffffff,3350
85b2d96ffffffff,309
85b2c30ffffffff,194
85b2c307fffffff,195
85a970bbfffffff,350
85a97013fffffff,131
85a97073fffffff,153
85a973d7fffffff,13569
85a970c3fffffff,2730
85a97283fffffff,188
85a97213fffffff,304
85a97237fffffff,1096
85a97203fffffff,2146
85a9723bfffffff,516
85a973cbfffffff,1094
85a97277fffffff,1632
85a9725bfffffff,282
85a9726ffffffff,1106
85a9287bfffffff,475
85a92a17fffffff,2447
85a90c93fffffff,653
85a92b77fffffff,402
85a90d8ffffffff,1611
85a95477fffffff,5638
85a950c3fffffff,2184
85a95ecbfffffff,21556
85a9530bfffffff,11365
85a9534ffffffff,1114
85a9093bfffffff,376
85a83127fffffff,43092
85a8224bfffffff,6012
85a81037fffffff,20973
858ba8d3fffffff,14
858b1acffffffff,44
858bad2ffffffff,150
858b1a0bfffffff,94
858b1a43fffffff,87
858ba987fffffff,11
858b1b6bfffffff,443
858a3413fffffff,593
858a34d7fffffff,11217
858babc7fffffff,46
858ba133fffffff,13
858bac4ffffffff,55
858bae83fffffff,56
858ba3b7fffffff,107
858baea3fffffff,20
858baeaffffffff,16
858bae2bfffffff,7
858bae0bfffffff,45
858bae47fffffff,71
858ba34ffffffff,19
858b84affffffff,29
858b841bfffffff,22
858b8473fffffff,56
858b842ffffffff,46
858b842bfffffff,841
858b8467fffffff,4348
858baadbfffffff,36
858baa33fffffff,10
858baa23fffffff,60
858baa27fffffff,2334
858b81b3fffffff,22
858b857bfffffff,3
858b819bfffffff,12
858b8083fffffff,93
858b8013fffffff,84
858b81c3fffffff,21
858b814bfffffff,2755
858b8393fffffff,14
85a87083fffffff,229
85a8713bfffffff,139
85a87137fffffff,227
85a8702bfffffff,238
85a873bbfffffff,160
85a8701bfffffff,3543
85a81ebbfffffff,2706
85a81e07fffffff,9104
85a81d4ffffffff,1549
85a818bbfffffff,528
85a81813fffffff,890
85a8a9bbfffffff,1198
85a8a90ffffffff,428
85a8a977fffffff,89
85a8a82bfffffff,624
85a8a957fffffff,719
858af607fffffff,2087
858aab33fffffff,354
858a842ffffffff,53
858aaa0bfffffff,79
858aab47fffffff,332
858a8cb3fffffff,20686
858aab6bfffffff,165
858a8c9bfffffff,248
858a8cd3fffffff,10254
858a8c57fffffff,32
858a81b3fffffff,230
858a8137fffffff,49
858a8167fffffff,113
858af0bbfffffff,41
858af0d7fffffff,255
858af1d7fffffff,1
858af397fffffff,12
858af06ffffffff,30
858af62ffffffff,272
858af283fffffff,1205
858af28ffffffff,1531
858af3c3fffffff,41
858af203fffffff,11
858af23bfffffff,7
858af12bfffffff,4
858ac6abfffffff,273
858ac64ffffffff,12
858ad58ffffffff,2
858ad51bfffffff,16
858af35bfffffff,3
858ad4b7fffffff,16
858ad5cbfffffff,6
858a8d1bfffffff,6
858a8d43fffffff,43
858a8893fffffff,48
858a8ebbfffffff,478
858a8ecffffffff,7328
858a8e0bfffffff,1404
858a9db3fffffff,6585
858b83c3fffffff,43
858b8347fffffff,40
858b9ca7fffffff,142
8580442bfffffff,27
85a88cc3fffffff,121548
85a88323fffffff,5222
85a88eabfffffff,956
85a88e3bfffffff,1566
85a89d9bfffffff,2788
85a88a37fffffff,25
85a88a2ffffffff,2344
85812497fffffff,612
85a88a8bfffffff,162
85a88a07fffffff,1036
85a88a4ffffffff,396
85813183fffffff,1848
858104d7fffffff,1606
858104dbfffffff,3084
8581311bfffffff,2099
85813623fffffff,4833
85813297fffffff,1144
8581a167fffffff,8894
8581a3b7fffffff,66
8581ac1bfffffff,1483
8581ac0ffffffff,7913
8581812ffffffff,1675
858028cbfffffff,8614
85802843fffffff,5329
858199b3fffffff,8042
8549a9d7fffffff,1
8549a203fffffff,5412
8549a313fffffff,56144
8549a233fffffff,17251
8549ae53fffffff,5653
85498d5bfffffff,9768
85498e17fffffff,967
856d3067fffffff,2672
856d302bfffffff,1251
856d362ffffffff,120
856d3053fffffff,52
856d3603fffffff,3194
856d3463fffffff,4414
85499483fffffff,114
854994bbfffffff,1592
856d318bfffffff,1774
856d31d7fffffff,54
856d3567fffffff,23
856d3527fffffff,482
856d3097fffffff,119
8529a6c3fffffff,520
85485b83fffffff,6318
85485bc7fffffff,21293
8529b587fffffff,258
8529b5c3fffffff,1332
8548e9affffffff,7
8529b453fffffff,78
8529a847fffffff,105098
8529aa8ffffffff,108
8528323bfffffff,2818
85283227fffffff,31303
8529a96ffffffff,105
85281e17fffffff,276
85281e8bfffffff,675
85281e2bfffffff,45
85281e77fffffff,405
85281847fffffff,4081
85281e47fffffff,29
85281e4ffffffff,111
85281e4bfffffff,69
85281377fffffff,3
85281a2bfffffff,860
8528f49bfffffff,778
85488537fffffff,217
8548a22bfffffff,3212
8548a247fffffff,513
854884d7fffffff,370
854884b3fffffff,756
8548a24bfffffff,1157
85488a17fffffff,40
8526db2ffffffff,1145
854899a3fffffff,99
8526db0ffffffff,1431
8526dbaffffffff,1821
8548994ffffffff,314
8548996bfffffff,4787
8526d92ffffffff,616
8526d937fffffff,600
8526dbd7fffffff,176
8526d82ffffffff,166
8526d8d3fffffff,32
8526d817fffffff,64
8526d8a3fffffff,428
8526d8c7fffffff,15
8526ca4bfffffff,233
8526dd27fffffff,1156
8526c81bfffffff,3426
8548d85bfffffff,1084
8548d84ffffffff,489
8548d827fffffff,471
8548db9bfffffff,3167
8548da97fffffff,689
8548da07fffffff,77
8548da2ffffffff,968
8548da77fffffff,19
8548da43fffffff,15
8548d3cbfffffff,151
8548d353fffffff,127
8526d30bfffffff,475
8548d27bfffffff,169
8526d3affffffff,382
8526d11bfffffff,279
8526d29bfffffff,11
8526d61bfffffff,15
8526d613fffffff,51
8526d46bfffffff,24
8526e067fffffff,1032
8526eec7fffffff,185
8526e3a3fffffff,320
8526e18ffffffff,216
8526e2abfffffff,6400
8526e003fffffff,327
8526e60ffffffff,1116
8526e6abfffffff,13
8526e0dbfffffff,468
8526e1c3fffffff,168
8526e56bfffffff,11930
8526e563fffffff,369
8526019bfffffff,1508
8526056ffffffff,1735
8526052bfffffff,57
85262367fffffff,804
85262313fffffff,149
85260b0ffffffff,575
85260867fffffff,23
852609c3fffffff,433
8526099bfffffff,568
852608d3fffffff,1136
8526089bfffffff,710
85260d43fffffff,1877
85260c6bfffffff,642
85260c33fffffff,280
85260dcbfffffff,1245
85260d17fffffff,1975
85260dc7fffffff,2437
85267677fffffff,6458
850c71bbfffffff,18
850d5a9bfffffff,14938
850d5e6ffffffff,643
850d58cbfffffff,3
850d58c3fffffff,49
850c44abfffffff,331
8513918bfffffff,877
85139183fffffff,2
8513b317fffffff,9
850d487bfffffff,1
850d4947fffffff,3
850d491bfffffff,3
850d49bbfffffff,1
8528f573fffffff,174
8528dc8ffffffff,31
8528dc73fffffff,63
8528d8c3fffffff,1451
8528d80bfffffff,2
8528d833fffffff,404
8512940ffffffff,10
8512b393fffffff,2
8512b173fffffff,2
85128ab3fffffff,1
85128d43fffffff,62
851284c3fffffff,110
851284abfffffff,37
8512ae5bfffffff,19
851281a7fffffff,4
8512aa73fffffff,26
8512aacffffffff,13
8512ab4ffffffff,1
8512ec47fffffff,449
8512ec63fffffff,8054
8512e893fffffff,130
8512ec77fffffff,2088
8512e2affffffff,258
8512e0cbfffffff,785
8512e6bbfffffff,19
8512e6a3fffffff,22
8512e54bfffffff,582
8512e683fffffff,42
8512e443fffffff,22
8512e3b7fffffff,346
8512e56bfffffff,71
8512e183fffffff,54
8512e533fffffff,45
8566f5a7fffffff,25
8566e0cbfffffff,4236
85661b33fffffff,3417
854501b7fffffff,57906
854508bbfffffff,477
85450997fffffff,306
854509bbfffffff,24807
85441a5bfffffff,47362
8544ed7bfffffff,1339
85264b23fffffff,1009
8544e90ffffffff,3316
8544e93bfffffff,2786
852640d7fffffff,8947
85264087fffffff,2880
852640a7fffffff,1360
85264573fffffff,870
8526444ffffffff,836
852645dbfffffff,2072
8526637bfffffff,1238
8544ca4ffffffff,1288
8544caa7fffffff,60680
852a8b47fffffff,34124
852663a3fffffff,1424
8526617bfffffff,2804
8526602ffffffff,12819
8526662ffffffff,5061
8526608bfffffff,660
852660a3fffffff,1771
852675bbfffffff,522
85267597fffffff,721
8526664ffffffff,1596
85266677fffffff,7098
85266673fffffff,1092
8526662bfffffff,921
85266613fffffff,2229
85266547fffffff,7947
85274b6bfffffff,5134
8526658bfffffff,5926
852a8407fffffff,9400
852b9877fffffff,6303
852b9a13fffffff,4319
852b9e23fffffff,1852
852a13affffffff,3036
852a13abfffffff,23409
852a131bfffffff,8319
852b8827fffffff,16130
852b89cffffffff,10441
852b8823fffffff,1197
852b8837fffffff,619
852b88abfffffff,1465
852b8993fffffff,2830
852b8d63fffffff,13739
852b8d77fffffff,4115
852b8abbfffffff,1054
852b8e73fffffff,3444
852b8e37fffffff,602
852b8e33fffffff,1198
852b8847fffffff,955
852b8857fffffff,2556
852b8813fffffff,10
852b8e8ffffffff,4054
852b8eb3fffffff,1719
852b8c23fffffff,760
852b8d43fffffff,1300
852a3073fffffff,58306
852a32a7fffffff,24159
85391e93fffffff,2067
85391c43fffffff,11483
85391e27fffffff,4132
85382597fffffff,6289
85395677fffffff,16327
8539208bfffffff,11096
8539209bfffffff,13142
85392077fffffff,10019
8539283bfffffff,2167
85392ba7fffffff,2771
85390933fffffff,5119
85390d33fffffff,3001
85397253fffffff,1211
85395453fffffff,7432
852b81b7fffffff,48911
852baa77fffffff,15812
852baa2bfffffff,4807
850e4b97fffffff,1
850e2c23fffffff,155
852b1c7bfffffff,507
852b1127fffffff,196
852b1cc3fffffff,6605
852b03c7fffffff,212
852b020ffffffff,1120
852b0207fffffff,16
852b02bbfffffff,116
852b11dbfffffff,869
852b1087fffffff,1551
852b02dbfffffff,1148
852b15a7fffffff,422
852b0293fffffff,1493
852b1587fffffff,116
852b1583fffffff,431
852b0147fffffff,323
85184453fffffff,5538
8518440ffffffff,16858
851844d3fffffff,4227
85b910d3fffffff,196
85b91287fffffff,8321
85b914bbfffffff,1286
85b914dbfffffff,11919
85b914cbfffffff,1024
85be493bfffffff,5217
85be4d5bfffffff,54
85be4947fffffff,184
85be4943fffffff,133
85be488ffffffff,5
85b91687fffffff,52769
85be440bfffffff,169
85be712ffffffff,7346
85be4c63fffffff,1
85be4c5bfffffff,486
85be4e33fffffff,41
85be4e03fffffff,149
85be4113fffffff,36
85be41d7fffffff,909
85be4167fffffff,45
85be414bfffffff,133
85be43a7fffffff,9
85be43bbfffffff,30
85be4ab7fffffff,150
85be5997fffffff,2
85be41d3fffffff,134
85be40b7fffffff,168
85be40c7fffffff,2631
85be40cffffffff,72
85be42b3fffffff,22
85bed983fffffff,4
85bedd23fffffff,1
85bedd1bfffffff,1010
859d62dbfffffff,4
85bedba3fffffff,4
85bedb07fffffff,19
85bed82bfffffff,9
85bedb03fffffff,4
85bedb23fffffff,3
859d44d3fffffff,2
859d711bfffffff,2
859d7143fffffff,8
859d7037fffffff,6
859d7557fffffff,42
859d7423fffffff,3
859d70c7fffffff,1
85be50cbfffffff,97
85be528ffffffff,26
85be52c3fffffff,29
85be5257fffffff,99
85be56abfffffff,62
85be568ffffffff,51
85be560ffffffff,129
85be5643fffffff,13
85be56cffffffff,70
85be0b33fffffff,25721
85be5247fffffff,442
85be524ffffffff,21
85beecdbfffffff,24
85beec0ffffffff,13
85bee12bfffffff,14
85bee167fffffff,16
85bee563fffffff,53
85bee56ffffffff,189
85bee5cffffffff,201
85bee55bfffffff,413
85bee1c3fffffff,20
85bee017fffffff,17
85be0b83fffffff,613
85be0b0ffffffff,244
85be0877fffffff,125
85be0bcbfffffff,178
85bee4a7fffffff,306
85bee4bbfffffff,225
85be0a87fffffff,1151
85bb2b33fffffff,11862
85bb0d8bfffffff,512
85bb766ffffffff,79
85bb0d3bfffffff,601
85bb2b7bfffffff,82
85bb0cb3fffffff,67
85bb0d47fffffff,15
85bb0c67fffffff,667
85bb088bfffffff,24761
85bb0813fffffff,409
85bb510bfffffff,181
85bb5e17fffffff,217
85bb5327fffffff,3
85bb5eabfffffff,2993
85bb5e03fffffff,1312
85bb548bfffffff,114
85bb54d7fffffff,43
85bb0877fffffff,39
85bb0863fffffff,192
85bb0947fffffff,190
8539666bfffffff,4755
8539623bfffffff,349
8539628ffffffff,2886
853961b7fffffff,7
851f9233fffffff,3546
85396c57fffffff,16297
85396c03fffffff,12781
85396c07fffffff,17214
85396d6ffffffff,1604
851f9adbfffffff,4086
851f9e73fffffff,7541
85186d1bfffffff,3976
851fb26bfffffff,2752
851fb003fffffff,13345
851fb697fffffff,24051
851fb6b7fffffff,17801
851fb447fffffff,31747
851fb457fffffff,23169
851fb103fffffff,1439
851fb117fffffff,8298
85194927fffffff,7773
851f800ffffffff,8629
851ea4cffffffff,6147
851f99a3fffffff,22340
851faa67fffffff,36287
851faa77fffffff,43677
851f8cd7fffffff,11347
851faa0bfffffff,44281
85194db7fffffff,100716
851968b7fffffff,331
851f314ffffffff,4828
851f3143fffffff,6383
851f33affffffff,5321
851f3167fffffff,8194
851e11dbfffffff,10421
851e114ffffffff,14019
851e1183fffffff,1086
851e353bfffffff,5014
851e3513fffffff,4289
851e051bfffffff,8198
851e05a3fffffff,14310
851f18b3fffffff,111301
851f1d63fffffff,5271
851f1c23fffffff,2496
851f1caffffffff,5214
851e218bfffffff,13003
851e2577fffffff,8173
851e2433fffffff,9039
851f2683fffffff,10988
851f246bfffffff,99872
851f2053fffffff,3987
851f20cffffffff,5271
851f20c3fffffff,3853
851f622ffffffff,1255
851f446ffffffff,3168
851f4433fffffff,1936
851f40bbfffffff,3012
851f454bfffffff,1195
851f634ffffffff,3777
851f450ffffffff,1701
851f6a5bfffffff,229
8511255bfffffff,1686
8511201bfffffff,1494
85112007fffffff,2591
851120b7fffffff,1172
8511221bfffffff,2579
85112223fffffff,2372
8511238bfffffff,1738
85112387fffffff,1414
8511238ffffffff,1146
85112303fffffff,1787
851123abfffffff,3488
8511058ffffffff,829
851105bbfffffff,1252
85a84a17fffffff,11
85a84e0ffffffff,6
85a84e1bfffffff,1
85a84e73fffffff,37
85a84acbfffffff,2
858b1d63fffffff,61
858b1813fffffff,77
85664bd3fffffff,20
858aea57fffffff,1
858ace8bfffffff,23
858acea3fffffff,45
858acebbfffffff,86
858add9bfffffff,6
858acad3fffffff,21
858add4ffffffff,7
858ad8a7fffffff,36
85c2d197fffffff,22
85c2d1a3fffffff,17
85c2d107fffffff,16
85c2d167fffffff,2
85c2d097fffffff,55
85c2d0dbfffffff,9
85c2d15bfffffff,388
85c2dc13fffffff,11
85c2dc5bfffffff,13
85c2de4ffffffff,31
85c2d8c3fffffff,11
85c2d877fffffff,74
85c2dab3fffffff,93
85c2dac7fffffff,99
85c2de53fffffff,10
85a92dd3fffffff,180
85a92993fffffff,96
85a92d57fffffff,661
85a92d7bfffffff,302
85a929dbfffffff,155
85c2d20bfffffff,103
85c2d273fffffff,3
85a92ccffffffff,102
85a92c57fffffff,110
85a92893fffffff,5366
85a92c7bfffffff,4532
85a87477fffffff,102
85a8747bfffffff,2734
85a87657fffffff,81
85a82c4ffffffff,820
85a82c4bfffffff,603
85a828d3fffffff,583
85a828a7fffffff,893
85a82803fffffff,2006
85a82873fffffff,2654
85a82857fffffff,4379
85a82373fffffff,1133
85a91b1bfffffff,11626
85a91bcffffffff,17701
85a91b2ffffffff,1986
85a833bbfffffff,93
85a805d3fffffff,3267
85a80407fffffff,1238
85a8040ffffffff,1546
85a806b7fffffff,2612
85a806b3fffffff,5002
858b434ffffffff,7
858b4ac3fffffff,47
858b5d23fffffff,92
858b5d43fffffff,50
858b5ccffffffff,400
858b5eaffffffff,68
858b49bbfffffff,336
858b4903fffffff,297
858f6baffffffff,6535
858b4967fffffff,85
858b482bfffffff,2
858b4aa3fffffff,209
858b4a0bfffffff,815
858b4a3bfffffff,20
858f69bbfffffff,29
858b584ffffffff,15
858b5b57fffffff,8
858a6607fffffff,84
858a6643fffffff,13
858a6cd3fffffff,22
858a45bbfffffff,587
858a6303fffffff,1
858a6367fffffff,4048
858a4593fffffff,75
858a7033fffffff,53
858a4213fffffff,5
85a86383fffffff,11
85a86307fffffff,6
85a862a7fffffff,42
85a862bbfffffff,1762
85a86207fffffff,118
85a8624ffffffff,65
85a8627bfffffff,97
85a844d7fffffff,39
85a8636ffffffff,2
85a8458bfffffff,5
85a84503fffffff,4
85a84567fffffff,17
85a86363fffffff,5
85a84417fffffff,204
85a8442bfffffff,439
85a8445bfffffff,114
85a846a7fffffff,552
85a8456ffffffff,5
85a840bbfffffff,129
85a8419bfffffff,13
85a84103fffffff,894
85a84023fffffff,36
85a84393fffffff,12
85a842a7fffffff,13
85a84a93fffffff,41
858b19b3fffffff,190
858b19a7fffffff,5584
85a8184ffffffff,2933
85a80a73fffffff,1446
85a8e49bfffffff,187
85a81937fffffff,2361
85a8ab37fffffff,997
85a8ab47fffffff,1543
85a8e01bfffffff,245
85a8e04bfffffff,179
85a8e217fffffff,308
85a8e273fffffff,4345
85a8f537fffffff,286
85a8f5c3fffffff,1348
85a8f1b3fffffff,485
858b9537fffffff,13
858b820bfffffff,24
858b9597fffffff,100
858b95d7fffffff,9
858b9547fffffff,32
858b95cbfffffff,11
858b9423fffffff,10
858b911bfffffff,138
85a8c9bbfffffff,31
85a8c933fffffff,80
85a8c9c3fffffff,28
85a8c90ffffffff,52
85a8c90bfffffff,52
858b940bfffffff,4
858b944ffffffff,5
85a8c92bfffffff,51
85a8c94ffffffff,121
858b969bfffffff,26
85a8c8abfffffff,168
85a8c82bfffffff,10
85a8c863fffffff,24
85a8cb9bfffffff,5
85a8ca97fffffff,1217
85a8cabbfffffff,1182
85a8cb87fffffff,67
858b9657fffffff,23
858b9297fffffff,24
858b92a3fffffff,11
858b92cbfffffff,52
858165a3fffffff,51
858160a3fffffff,11
85a8c54ffffffff,2104
85a8c08bfffffff,9433
858b9c43fffffff,469
858b9c6ffffffff,1651
858b93b3fffffff,29
858b9ebbfffffff,28
858b9323fffffff,39
858b9bd7fffffff,118
85816d17fffffff,17
858b9a33fffffff,36
858b9247fffffff,25
85816c97fffffff,22
858b9347fffffff,35
85816c17fffffff,29
85816c07fffffff,2
8581618bfffffff,60
8581611bfffffff,25
85816147fffffff,13
85816167fffffff,79
85816163fffffff,79
85816eaffffffff,24
8581632ffffffff,25
85816e2ffffffff,14
85816abbfffffff,20
85816a17fffffff,4
858aa6c7fffffff,12
858b9b67fffffff,634
858b9b73fffffff,77
858aa67bfffffff,11
858ab5abfffffff,2634
858b9a2bfffffff,7
858ab5affffffff,8
858aa257fffffff,130
858ab56bfffffff,45
858ab183fffffff,2
858ab297fffffff,5
858ab3d3fffffff,2
85814d93fffffff,18
85814c0ffffffff,43
85814d03fffffff,156
858ab217fffffff,13
85814997fffffff,214
85814d67fffffff,3612
85814c63fffffff,27367
85814eb7fffffff,256
858148a7fffffff,41
85816357fffffff,1
8581626ffffffff,818
858144bbfffffff,1346
858162dbfffffff,143
858175affffffff,67
85817527fffffff,92
85817183fffffff,5415
8581718bfffffff,427
858171abfffffff,131
8581710bfffffff,587
85804603fffffff,18515
85804057fffffff,4
858070affffffff,5820
85807017fffffff,87
85807067fffffff,701
858072b3fffffff,242
858073d3fffffff,449
85807233fffffff,503
85807237fffffff,3104
85a88c47fffffff,5207
85a888cffffffff,776
8581000ffffffff,3352
85810077fffffff,1642
85810247fffffff,2520
85810353fffffff,6593
8581022bfffffff,531
8581027bfffffff,6565
85811523fffffff,982
8581153bfffffff,26763
85811563fffffff,1889
858109c3fffffff,1794
8581086bfffffff,327
85810ebbfffffff,292
85810e07fffffff,550
85810e1bfffffff,907
8581032ffffffff,1757
85810e4ffffffff,6970
85810a97fffffff,662
85810a93fffffff,87
85811d3bfffffff,33
85810947fffffff,206
8581094bfffffff,478
85810b27fffffff,10
85810a73fffffff,8775
858119affffffff,1742
85811c6ffffffff,504
85811127fffffff,30065
85811c4bfffffff,1386
8581ae33fffffff,3359
8581ae77fffffff,6277
858001b3fffffff,906
858001affffffff,1053
85800113fffffff,1770
8580013bfffffff,9543
85800173fffffff,2415
85800143fffffff,2218
8580012ffffffff,1095
85800ec3fffffff,1942
8548360bfffffff,16811
8548364ffffffff,569
854986cffffffff,14226
8549b663fffffff,6033
856d3253fffffff,1476
8549b217fffffff,3969
856d3657fffffff,3300
854982dbfffffff,3198
85498243fffffff,1149
85499577fffffff,7231
85499567fffffff,173300
8549957bfffffff,1039
8529aeb3fffffff,88465
8529ac6bfffffff,8564
8529b617fffffff,467
8529b0dbfffffff,3
8529b63bfffffff,115
8529b067fffffff,161
8529b137fffffff,360
8529b333fffffff,48
8529b3dbfffffff,3897
8529b23bfffffff,200
8529aacbfffffff,64
85299577fffffff,39010
8529954ffffffff,1142
852990a7fffffff,655
852990abfffffff,1502
85299007fffffff,404
8529915bfffffff,163
852991affffffff,12
85299e37fffffff,3
85280653fffffff,214
852802d3fffffff,1080
8548e4a3fffffff,406
85481b17fffffff,1908
8548e603fffffff,113
85481b27fffffff,357
8548e013fffffff,751
8548ec2bfffffff,576
8548a623fffffff,158
8548a05bfffffff,537
85499b77fffffff,936
85499ac7fffffff,294
85499a73fffffff,82
8548b0c7fffffff,346
8548912bfffffff,770
854890affffffff,33
85489383fffffff,871
8548930ffffffff,1095
85489353fffffff,2108
85446977fffffff,1270
8526ca13fffffff,796
85446c43fffffff,483
8526d1cbfffffff,1958
8526d56ffffffff,7824
8526d567fffffff,46
8526d50ffffffff,55
85268b63fffffff,11
85268ed3fffffff,84
85268817fffffff,19167
8526d453fffffff,4
8526898ffffffff,15
8526d40bfffffff,311
8526d483fffffff,9
85268993fffffff,1417
8526f25bfffffff,150
85269207fffffff,9
852693d3fffffff,254
8526962ffffffff,4421
8526e82ffffffff,5890
8526e957fffffff,26378
8526e857fffffff,25
85265a7bfffffff,18565
85265a73fffffff,2830
85264637fffffff,156234
8526f4dbfffffff,9
85261b47fffffff,87
85261a23fffffff,945
85261b0bfffffff,217
85261bcffffffff,85
85261bb3fffffff,11
8526194ffffffff,848
85261837fffffff,670
85261c4bfffffff,52
8526112ffffffff,33
85261c2ffffffff,218
85261c63fffffff,99
85261c27fffffff,139
8526e45bfffffff,161
85261993fffffff,747
85260b73fffffff,260
85260b47fffffff,326
8528f017fffffff,132635
8528f00ffffffff,346
8512ec93fffffff,137
851252c7fffffff,1663
85125627fffffff,21
85138207fffffff,3
851382b3fffffff,3
85138317fffffff,5
85138c4ffffffff,12
8513aa07fffffff,4
85138c8bfffffff,1
8513ab4ffffffff,2
8513a34ffffffff,528
